Gene	Species	Experiment accession	Comparison	PECOid	log_2 fold change	Adjusted p-value	t-statistic	ROid	developmental stage	POid LifeStage	anatomical part	POid Anatomy	cultivar
AT3G46930	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	1.17E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G08760	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	1.25E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G50915	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	1.27E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G21540	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	4.45E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G33580	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	6.71E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G32928	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.002032237		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G07620	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.002356191		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G65925	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.00367645		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G35637	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.00373126		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G66985	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.004156854		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G24015	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.004183204		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G32190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.005156186		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G09950	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.005710361		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G25490	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.00621113		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G08630	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.006234646		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G70270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.007444577		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G40590	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.007735235		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G09450	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.008181933		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G08150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.008800115		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G01560	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.009170808		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G70985	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.009170808		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G47090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.010031137		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G08025	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.010163792		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
ATCG00050	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.010669875		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G45080	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1	0.017542707		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G41430	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	5.69E-18		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G54940	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	6.19E-18		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G43760	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	5.71E-17		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G78100	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	7.64E-15		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G54810	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	5.35E-14		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G54920	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	1.16E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G26340	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	1.41E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G02330	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	1.51E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G48250	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	3.03E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G10720	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	8.90E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G17090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	9.78E-13		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G69840	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	1.35E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G61590	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	3.25E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G25550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	6.91E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G15800	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	9.14E-12		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G70090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	2.27E-11		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G26190	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	6.17E-11		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G16890	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	4.59E-10		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G62570	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	7.86E-10		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G59350	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	8.77E-10		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G19020	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	1.52E-09		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G09070	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	7.74E-09		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G33050	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	2.15E-08		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G45110	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	5.22E-08		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G35930	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	3.50E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G36850	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	4.84E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G59550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	6.08E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G66140	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	6.15E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G20510	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	8.88E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G01290	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 1 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.1	1.02E-06		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
